product,depth_ticks,alpha,final_pnl,mean_increment,vol_increment,sharpe_empirical,portfolio_value_vol,inventory_final
EMERALDS,-0.6938775510204083,0.7,5884.0,0.2942,4.926017291890072,0.059723704276141085,1620.9458256568716,-8.0
EMERALDS,-0.6938775510204083,0.72,5699.0,0.28495,4.8775253456542895,0.05842101881723297,1571.510989245407,-8.0
EMERALDS,-0.6938775510204083,0.74,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.6938775510204083,0.76,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.6938775510204083,0.78,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.6938775510204083,0.8,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.6938775510204083,0.82,5188.0,0.2594,4.723982603693625,0.05491129450755773,1424.5281740880303,-8.0
EMERALDS,-0.6938775510204083,0.84,5137.0,0.25685,4.718673338715026,0.054432672398116166,1408.3424266871464,-8.0
EMERALDS,-0.6938775510204083,0.86,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6938775510204083,0.88,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6938775510204083,0.9,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6938775510204083,0.92,4982.0,0.2491,4.675130927578393,0.05328193025152942,1368.8129992449435,-8.0
EMERALDS,-0.6938775510204083,0.94,4866.0,0.2433,4.64339370611625,0.05239702153180049,1334.1054010658079,-8.0
EMERALDS,-0.6938775510204083,0.96,4681.0,0.23405,4.6032891064433485,0.05084408008882038,1284.6644140032213,-8.0
EMERALDS,-0.6938775510204083,0.98,4392.0,0.2196,4.567786755092667,0.0480757994569615,1201.9564941916315,-8.0
EMERALDS,-0.6938775510204083,1.0,4392.0,0.2196,4.567786755092667,0.0480757994569615,1201.9564941916315,-8.0
EMERALDS,-0.6122448979591837,0.0,13034.0,0.6517,13.395323329804322,0.04865130791953194,3706.9413551490634,-20.0
EMERALDS,-0.6122448979591837,0.02,11201.0,0.56005,8.310095907840052,0.06739392736389818,3140.596351533587,-9.0
EMERALDS,-0.6122448979591837,0.04,9136.0,0.4568,6.492236422065974,0.07036096197104234,2542.5307573458063,-8.0
EMERALDS,-0.6122448979591837,0.06,8415.0,0.42075,6.0840791774515885,0.06915590473565102,2389.2124990945763,-5.0
EMERALDS,-0.6122448979591837,0.08,8415.0,0.42075,6.0840791774515885,0.06915590473565102,2389.2124990945763,-5.0
EMERALDS,-0.6122448979591837,0.1,8397.0,0.41985,6.080088484347905,0.06905327135959097,2383.0936659804074,-5.0
EMERALDS,-0.6122448979591837,0.12,7670.0,0.3835,5.481963858873934,0.06995668156024214,2126.5429195641686,-8.0
EMERALDS,-0.6122448979591837,0.14,7619.0,0.38095,5.461769593959453,0.06974845669457,2110.3285303833027,-8.0
EMERALDS,-0.6122448979591837,0.16,7559.0,0.37795,5.441378850760164,0.06945849762826203,2093.127489516047,-8.0
EMERALDS,-0.6122448979591837,0.18,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.6122448979591837,0.2,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.6122448979591837,0.22,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.6122448979591837,0.24,7196.0,0.3598,5.3135528566111025,0.06771363901129508,1994.3823541889833,-8.0
EMERALDS,-0.6122448979591837,0.26,7196.0,0.3598,5.3135528566111025,0.06771363901129508,1994.3823541889833,-8.0
EMERALDS,-0.6122448979591837,0.28,7145.0,0.35725,5.2959439609478505,0.06745728478895396,1978.1680894792275,-8.0
EMERALDS,-0.6122448979591837,0.3,7029.0,0.35145,5.254306129024079,0.06688799460287202,1943.4538307378823,-8.0
EMERALDS,-0.6122448979591837,0.32,6969.0,0.34845,5.236184927740807,0.06654654195919346,1926.2506023084718,-8.0
EMERALDS,-0.6122448979591837,0.34,6969.0,0.34845,5.236184927740807,0.06654654195919346,1926.2506023084718,-8.0
EMERALDS,-0.6122448979591837,0.36,6969.0,0.34845,5.236184927740807,0.06654654195919346,1926.2506023084718,-8.0
EMERALDS,-0.6122448979591837,0.38,6791.0,0.33955,5.180130866831455,0.06554853704066622,1876.9367925153765,-8.0
EMERALDS,-0.6122448979591837,0.4,6791.0,0.33955,5.180130866831455,0.06554853704066622,1876.9367925153765,-8.0
EMERALDS,-0.6122448979591837,0.42,6740.0,0.337,5.16537810813497,0.06524207772307272,1860.7283868449144,-8.0
EMERALDS,-0.6122448979591837,0.44,6740.0,0.337,5.16537810813497,0.06524207772307272,1860.7283868449144,-8.0
EMERALDS,-0.6122448979591837,0.46,6603.0,0.33015,5.11859853646484,0.06450007705195378,1824.9950137421465,-8.0
EMERALDS,-0.6122448979591837,0.48,6418.0,0.3209,5.061602828156314,0.06339888981705973,1775.5685764411628,-8.0
EMERALDS,-0.6122448979591837,0.5,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.6122448979591837,0.52,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.6122448979591837,0.54,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.6122448979591837,0.56,6289.0,0.31445,5.031090458091566,0.06250136081220048,1738.3677884023214,-8.0
EMERALDS,-0.6122448979591837,0.58,6129.0,0.30645,4.986525684030917,0.06145561447349802,1692.8348286522346,-8.0
EMERALDS,-0.6122448979591837,0.6,6129.0,0.30645,4.986525684030917,0.06145561447349802,1692.8348286522346,-8.0
EMERALDS,-0.6122448979591837,0.62,6111.0,0.30555,4.984274189638848,0.06130280726432902,1689.0514966362564,-8.0
EMERALDS,-0.6122448979591837,0.64,5995.0,0.29975,4.947271969227081,0.06058894717422022,1654.3535423533147,-8.0
EMERALDS,-0.6122448979591837,0.66,5935.0,0.29675,4.934560713731264,0.06013706532665453,1637.1523588118364,-8.0
EMERALDS,-0.6122448979591837,0.68,5935.0,0.29675,4.934560713731264,0.06013706532665453,1637.1523588118364,-8.0
EMERALDS,-0.6122448979591837,0.7,5884.0,0.2942,4.926017291890072,0.059723704276141085,1620.9458256568716,-8.0
EMERALDS,-0.6122448979591837,0.72,5884.0,0.2942,4.926017291890072,0.059723704276141085,1620.9458256568716,-8.0
EMERALDS,-0.6122448979591837,0.74,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.6122448979591837,0.76,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.6122448979591837,0.78,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.6122448979591837,0.8,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.6122448979591837,0.82,5461.0,0.27305,4.830516918250054,0.05652604154400054,1504.9973161805895,-8.0
EMERALDS,-0.6122448979591837,0.84,5461.0,0.27305,4.830516918250054,0.05652604154400054,1504.9973161805895,-8.0
EMERALDS,-0.6122448979591837,0.86,5410.0,0.2705,4.825332087017431,0.05605831787780596,1488.7917059126537,-8.0
EMERALDS,-0.6122448979591837,0.88,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.6122448979591837,0.9,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6122448979591837,0.92,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6122448979591837,0.94,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.6122448979591837,0.96,4982.0,0.2491,4.675130927578393,0.05328193025152942,1368.8129992449435,-8.0
EMERALDS,-0.6122448979591837,0.98,4521.0,0.22605,4.575691357325142,0.049402370559395496,1239.148327678651,-8.0
EMERALDS,-0.6122448979591837,1.0,4392.0,0.2196,4.567786755092667,0.0480757994569615,1201.9564941916315,-8.0
EMERALDS,-0.5306122448979593,0.0,13034.0,0.6517,13.395323329804322,0.04865130791953194,3706.9413551490634,-20.0
EMERALDS,-0.5306122448979593,0.02,8415.0,0.42075,6.0840791774515885,0.06915590473565102,2389.2124990945763,-5.0
EMERALDS,-0.5306122448979593,0.04,7688.0,0.3844,5.487352425350499,0.07005199779481028,2130.325068132082,-8.0
EMERALDS,-0.5306122448979593,0.06,7688.0,0.3844,5.487352425350499,0.07005199779481028,2130.325068132082,-8.0
EMERALDS,-0.5306122448979593,0.08,7688.0,0.3844,5.487352425350499,0.07005199779481028,2130.325068132082,-8.0
EMERALDS,-0.5306122448979593,0.1,7688.0,0.3844,5.487352425350499,0.07005199779481028,2130.325068132082,-8.0
EMERALDS,-0.5306122448979593,0.12,7688.0,0.3844,5.487352425350499,0.07005199779481028,2130.325068132082,-8.0
EMERALDS,-0.5306122448979593,0.14,7619.0,0.38095,5.461769593959453,0.06974845669457,2110.3285303833027,-8.0
EMERALDS,-0.5306122448979593,0.16,7619.0,0.38095,5.461769593959453,0.06974845669457,2110.3285303833027,-8.0
EMERALDS,-0.5306122448979593,0.18,7559.0,0.37795,5.441378850760164,0.06945849762826203,2093.127489516047,-8.0
EMERALDS,-0.5306122448979593,0.2,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.5306122448979593,0.22,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.5306122448979593,0.24,7399.0,0.36995,5.382265972385608,0.06873499041074428,2047.5925838587366,-8.0
EMERALDS,-0.5306122448979593,0.26,7196.0,0.3598,5.3135528566111025,0.06771363901129508,1994.3823541889833,-8.0
EMERALDS,-0.5306122448979593,0.28,7196.0,0.3598,5.3135528566111025,0.06771363901129508,1994.3823541889833,-8.0
EMERALDS,-0.5306122448979593,0.3,7145.0,0.35725,5.2959439609478505,0.06745728478895396,1978.1680894792275,-8.0
EMERALDS,-0.5306122448979593,0.32,7145.0,0.35725,5.2959439609478505,0.06745728478895396,1978.1680894792275,-8.0
EMERALDS,-0.5306122448979593,0.34,6969.0,0.34845,5.236184927740807,0.06654654195919346,1926.2506023084718,-8.0
EMERALDS,-0.5306122448979593,0.36,6969.0,0.34845,5.236184927740807,0.06654654195919346,1926.2506023084718,-8.0
EMERALDS,-0.5306122448979593,0.38,6951.0,0.34755,5.232290033771065,0.06642407010253415,1922.463637852466,-8.0
EMERALDS,-0.5306122448979593,0.4,6791.0,0.33955,5.180130866831455,0.06554853704066622,1876.9367925153765,-8.0
EMERALDS,-0.5306122448979593,0.42,6791.0,0.33955,5.180130866831455,0.06554853704066622,1876.9367925153765,-8.0
EMERALDS,-0.5306122448979593,0.44,6740.0,0.337,5.16537810813497,0.06524207772307272,1860.7283868449144,-8.0
EMERALDS,-0.5306122448979593,0.46,6740.0,0.337,5.16537810813497,0.06524207772307272,1860.7283868449144,-8.0
EMERALDS,-0.5306122448979593,0.48,6740.0,0.337,5.16537810813497,0.06524207772307272,1860.7283868449144,-8.0
EMERALDS,-0.5306122448979593,0.5,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.5306122448979593,0.52,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.5306122448979593,0.54,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.5306122448979593,0.56,6340.0,0.317,5.042847509096423,0.06286130989053049,1754.581270555046,-8.0
EMERALDS,-0.5306122448979593,0.58,6289.0,0.31445,5.031090458091566,0.06250136081220048,1738.3677884023214,-8.0
EMERALDS,-0.5306122448979593,0.6,6129.0,0.30645,4.986525684030917,0.06145561447349802,1692.8348286522346,-8.0
EMERALDS,-0.5306122448979593,0.62,6129.0,0.30645,4.986525684030917,0.06145561447349802,1692.8348286522346,-8.0
EMERALDS,-0.5306122448979593,0.64,6111.0,0.30555,4.984274189638848,0.06130280726432902,1689.0514966362564,-8.0
EMERALDS,-0.5306122448979593,0.66,5995.0,0.29975,4.947271969227081,0.06058894717422022,1654.3535423533147,-8.0
EMERALDS,-0.5306122448979593,0.68,5935.0,0.29675,4.934560713731264,0.06013706532665453,1637.1523588118364,-8.0
EMERALDS,-0.5306122448979593,0.7,5935.0,0.29675,4.934560713731264,0.06013706532665453,1637.1523588118364,-8.0
EMERALDS,-0.5306122448979593,0.72,5884.0,0.2942,4.926017291890072,0.059723704276141085,1620.9458256568716,-8.0
EMERALDS,-0.5306122448979593,0.74,5884.0,0.2942,4.926017291890072,0.059723704276141085,1620.9458256568716,-8.0
EMERALDS,-0.5306122448979593,0.76,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.5306122448979593,0.78,5681.0,0.28405,4.876162999480227,0.0582527696531634,1567.7184356424434,-8.0
EMERALDS,-0.5306122448979593,0.8,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.5306122448979593,0.82,5521.0,0.27605,4.840170079398037,0.05703311980192478,1522.1960665183306,-8.0
EMERALDS,-0.5306122448979593,0.84,5461.0,0.27305,4.830516918250054,0.05652604154400054,1504.9973161805895,-8.0
EMERALDS,-0.5306122448979593,0.86,5410.0,0.2705,4.825332087017431,0.05605831787780596,1488.7917059126537,-8.0
EMERALDS,-0.5306122448979593,0.88,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.5306122448979593,0.9,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.5306122448979593,0.92,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.5306122448979593,0.94,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.5306122448979593,0.96,5392.0,0.2696,4.824905785608668,0.0558767387342859,1485.0020565373293,-8.0
EMERALDS,-0.5306122448979593,0.98,5119.0,0.25595,4.7182347967751666,0.054246982404296096,1404.5615326929176,-8.0
EMERALDS,-0.5306122448979593,1.0,4392.0,0.2196,4.567786755092667,0.0480757994569615,1201.9564941916315,-8.0
EMERALDS,-0.44897959183673475,0.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.02,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.04,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.06,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.08,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.1,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.12,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.14,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.16,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.18,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.2,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.22,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.24,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.26,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.28,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.3,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.32,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.34,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.36,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.38,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.4,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.42,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.44,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.46,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.48,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.5,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.52,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.54,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.56,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.58,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.6,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.62,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.64,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.66,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.68,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.7,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.72,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.74,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.76,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.78,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.8,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.82,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.84,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.86,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.88,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.9,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.92,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.94,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.96,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,0.98,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.44897959183673475,1.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.02,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.04,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.06,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.08,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.1,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.12,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.14,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.16,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.18,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.2,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.22,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.24,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.26,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.28,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.3,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.32,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.34,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.36,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.38,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.4,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.42,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.44,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.46,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.48,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.5,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.52,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.54,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.56,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.58,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.6,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.62,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.64,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.66,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.68,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.7,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.72,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.74,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.76,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.78,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.8,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.82,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.84,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.86,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.88,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.9,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.92,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.94,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.96,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,0.98,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.3673469387755104,1.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.02,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.04,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.06,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.08,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.1,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.12,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.14,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.16,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.18,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.2,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.22,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.24,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.26,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.28,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.3,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.32,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.34,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.36,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.38,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.4,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.42,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.44,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.46,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.48,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.5,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.52,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.54,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.56,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.58,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.6,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.62,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.64,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.66,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.68,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.7,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.72,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.74,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.76,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.78,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.8,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.82,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.84,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.86,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.88,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.9,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.92,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.94,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.96,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,0.98,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.2857142857142858,1.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.20408163265306145,0.0,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.20408163265306145,0.02,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.20408163265306145,0.04,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.20408163265306145,0.06,0.0,0.0,0.0,,0.0,0.0
EMERALDS,-0.20408163265306145,0.08,0.0,0.0,0.0,,0.0,0.0
